id,public_id,company_id,lh_id,profile_url,name,logo,type,phone,website,tagline,staff_count,staff_count_range_start,staff_count_range_end,follower_count,description,founded_on,headquarter_country,headquarter_city,headquarter_province,headquarter_line1,headquarter_line2,headquarter_postal_code,industries,specialities,tags
浙江华海药业股份有限公司,浙江华海药业股份有限公司,13409551,26,https://www.linkedin.com/company/浙江华海药业股份有限公司/,"Zhejiang Huahai Pharmaceutical Co.,Ltd",https://media-exp1.licdn.com/dms/image/C4D0BAQEgPM9lPBAl_Q/company-logo_400_400/0/1519889675968?e=1621468800&v=beta&t=4217PId9elt68pMsvd_2MK5UkiUDI1wL9vWG8SMssEw,PUBLIC_COMPANY,,http://www.huahaipharm.com/,Care for Life & Serve the Society ,321,5001,10000,1522,"Zhejiang Huahai Pharmaceutical Co.,Ltd. is a multinational enterprise, committed to providing high-quality medical and health products to patients around the world. The company is mainly engaged in the development, production and sales of APIs (Active Pharmaceutical ingredients), intermediates and medical preparations that cover fields such as cardiovascular, psychiatric, anti-virus and anti-histamine. Currently, the company has owned more than 30 subsidiaries and has built long-term cooperative relationships with over 500 pharmaceutical companies around the world. As one of the leading enterprises, Huahai Pharmaceutical is the first pharmaceutical company in China that receives FDA approvals for generic drugs.",1989,CN,Linhai,ZJ,"Xunqiao, Linhai, Zhejiang",,317000,Pharmaceuticals,"Medical preparation,API,Chemical drugs,Biological drugs,Pharmaceutical packaging,Trade circulation,Intermediate, cardiovascular, neurology, anti-virus and anti-histamine",
angel-yeast,angel-yeast,2876018,27,https://www.linkedin.com/company/angel-yeast/,Angel yeast,https://media-exp1.licdn.com/dms/image/C510BAQFH2YQbnZUlmA/company-logo_400_400/0/1555048444063?e=1621468800&v=beta&t=fCg63jf8MRt3KQrlhihFn8wr-phe_iu7nV2zppRqHHY,PUBLIC_COMPANY,,https://en.angelyeast.com,"Focus on yeast biotechnology, Innovate for ​healthy life",627,5001,10000,3119,"Angel Yeast Co., Ltd. is a high-tech listed company specialized in yeast biotech product business. It is the leading company in the yeast industry in China and the third largest yeast manufacturer in the world. Angel has 12 holding subsidiaries in Hubei, Guangxi, Xinjiang, Shandong, Inner Mongolia, Yunnan, Henan, Hong Kong in China, Cairo in Egypt and Lipetsk in Russia.  It has achieved global information-based operations through the SAP-ERP and CRM systems. It has established a number of application technology service centers and product experience centers to provide solutions of products and services for more than 140 countries and regions.  Globalization strategy Angel's globalization strategy requires that all Angel's businesses should be global oriented, with all-round advances in management, capital, manufacturing, market, and talent. In this way, Angel's advanced technical knowledge is shared through global trade to help customers and users in the world to create more opportunities for making profit and improving production.  ●Angel has built 11 plants in Asia, Africa, and Europe. ●In addition, it has 8 headquarters and 10 technology centers in the world. ●It has set up sales network in more than 150 countries and regions. ●Angel has been using the SAP system for globalization management. ●Angel participates in more than 100 exhibitions around the world every year to contact with customers. ●Angel has more than 300 engineers of application technology to serve the customers around the globe. ●Angel has over 8600 employees of 23 ethnic groups and 12 nationalities in the world.",1986,CN,Yichang,HB,168 Chengdong avenue,,443003,Biotechnology,"Baker's yeast and ingredients,Brewing yeast and ingredients,Yeast extract -Savoury,Yeast for animal nutrition,Enzymes,· Microbial nutrition ,Human health,· Distilled spirits & Biofuels ,Chinese dimsum & Seasonings,Wine yeast and ingredients,Comastic ingredients,Fubon plant nutrition",
contec-medical-systems-co-ltd,contec-medical-systems-co-ltd,9300559,28,https://www.linkedin.com/company/contec-medical-systems-co-ltd/,"CONTEC MEDICAL SYSTEMS CO.,LTD",https://media-exp1.licdn.com/dms/image/C560BAQE7rZF-F7B9Ng/company-logo_400_400/0/1578879562261?e=1621468800&v=beta&t=Ne3CFz4kvI9CRb8xZVzui430i6KCHzjQ-vJj2NcU-Bs,PRIVATELY_HELD,,http://www.contecmed.com,CARE FOR LIFE  CARE FOR WELL-BEING.,118,1001,5000,601,"Contec Medical Systems Co., Ltd. (hereinafter referred to as CONTEC) focusing on research, manufacture and distribution of medical instruments, was founded in 1992 as a high-tech company. And we are dedicating to research, manufacture and distribution of medical devices, now we have developed more than 20-category products containing Pulse Oximeter, Sphygmomanometer, ECG, EEG, Ultrasound Equipment, Patient Monitor and Image Equipment,etc.",1992,CN,Qinhuangdao,HE,"No.112 Qin Huang West Avenue,Economic &Technical Development Zone",,66004,Medical Device,,
sichuan-kelun-pharmaceutical-co-ltd-,sichuan-kelun-pharmaceutical-co-ltd-,3997046,29,https://www.linkedin.com/company/sichuan-kelun-pharmaceutical-co-ltd-/,"Kelun Pharmaceutical Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C560BAQFYBDSB62mojw/company-logo_400_400/0/1519894295178?e=1621468800&v=beta&t=kbcgXc6GLmVduUHdG3Cn5tzGt34FtY5yctrXyHHMLnY,PUBLIC_COMPANY,,http://www.kelun.com,,343,,1,1148,"Sichuan Kelun Pharma is a pharmaceuticals company based out of Chengdu, SIC, China.",,CN,Chengdu,SC,,,,Pharmaceuticals,,
yangtzeriverpharmaceuticalgrouppharmaceuticalcoltd.,yangtzeriverpharmaceuticalgrouppharmaceuticalcoltd.,29253412,30,https://www.linkedin.com/company/yangtzeriverpharmaceuticalgrouppharmaceuticalcoltd./,"Yangtze River Pharmaceutical Group Pharmaceutical Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C510BAQHvPnqdcKoJ-A/company-logo_400_400/0/1579574992753?e=1621468800&v=beta&t=uwjtr2pxZSsyXdvN6-aLrT5l4JjVKeC5RnTKMoedvuk,SELF_OWNED,52386971999,http://www.yangzijiang.com,"Commit for Better, Dedicate for Caring All",1074,10001,,1125,"Founded in 1971, Yangtze River Pharmaceutical Group (hereinafter referred to as YRPG) is a Chinese giant pharmaceutical group listed by Ministry of Science and Technology as one of the first Innovative Enterprises of China. YRPG, headquartered in Taizhou City, Jiangsu Province, owns over 20 subsidiaries with over 16000 employees in total located in Taizhou, Beijing, Shanghai, Nanjing, Guangzhou, Chengdu, Suzhou, CHangzhou, etc. Sales network covers all the provinces, cities and autonomous regions except Taiwan. YRPG always devotes itself to offer products and services of high quality and efficiency to the society, fulfilling the core values of “Create High Quality, Benefit the Public, Keep Continuous Innovation, Pursue Consummate Excellence”. From 2014 to 2018, YRPG ranked the first place among Top 100 Enterprises of China Pharmaceutical Industry for 5 consecutive years published by Ministry of Industry and Information Technology of China. In 2016, YRPG achieved the double winners of China Brand Evaluation in bio-pharmaceutical field for both Brand Value and Brand Power. In 2019, YRPG achieved the double winners in China pharmaceutical field again with Brand Value of RMB 42.869 billion and Brand Power of 980 points. In the development of over 4 decades, YRPG was also honored Nomination of China Quality Award, Global Performance Excellence Award (World Class), National Enterprise of “Keeping Promise & Honoring Contracts”, etc.",1971,CN,Taizhou,JS,"1st, Yangtze River South Road",,225321,Pharmaceuticals,"Pharmaceuticals, innovative drugs, generic drugs, synthetic drugs",
china-resource-sanjiu-medical-&-pharmaceutical-co-ltd,china-resource-sanjiu-medical-&-pharmaceutical-co-ltd,3995351,31,https://www.linkedin.com/company/china-resource-sanjiu-medical-&-pharmaceutical-co-ltd/,"China Resource Sanjiu Medical & Pharmaceutical Co.,Ltd",https://media-exp1.licdn.com/dms/image/C4D0BAQHew9odic_o3Q/company-logo_400_400/0/1519912554885?e=1621468800&v=beta&t=EgywkuoZU5_1iRVHEztXl1exahfki30-KNpLu3pnEl8,PUBLIC_COMPANY,,http://www.999.com.cn,,399,,1,1138,"China Resource Sanjiu Medical & Pharmaceutical is a pharmaceuticals company based out of Shenzhen, GD | Guangdong, China.",,CN,Shenzhen,GD,,,,Pharmaceuticals,,
medcaptain-medical-technology,medcaptain-medical-technology,14403963,32,https://www.linkedin.com/company/medcaptain-medical-technology/,"Medcaptain Medical Technology Co.,Ltd",https://media-exp1.licdn.com/dms/image/C4E0BAQEU7UDIpPH5Kg/company-logo_400_400/0/1565942977450?e=1621468800&v=beta&t=UWDkBKO_Fd5yv4l4_OTdMj90ZQKayOzqHSGM1vYaD7k,PRIVATELY_HELD,86-755-26001651,https://www.medcaptain.com/en,To be captain in the medical device industry,80,501,1000,966,"Founded as an ""Integrated Perioperative Solutions Provider""​ in 2011, Medcaptain Medical Technology Co., Ltd. (Medcaptain) is dedicated to pursuing innovation in 4 key fields: Medcation Delivery，In-Vitro Diagnostics，DVT Prevention and Airway Management . Collaborating with professors and doctors from renowned universities in China and abroad, and their affiliated hospitals, we vow to make Medcaptain a leader in the medical device industry.",2011,CN,Shenzhen,GD,Liuxin Fourth Street,,518000,Medical Device,"Medical equipment,infusion system,In Vitro Diagnostics,Rehabilitation Care,inhalative sedation ,volatile anesthetics,DVT prevention ,medical devices,infusion technology,intravenous anesthesia,infusion pump,vein illuminator,coagulation analyzer,DVT prevention pump,medical solutions,enteral feeding pump,medical technology",
guilin-pharmaceutical-co.-ltd.,guilin-pharmaceutical-co.-ltd.,332609,33,https://www.linkedin.com/company/guilin-pharmaceutical-co.-ltd./,"Guilin Pharmaceutical Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C4E0BAQFGX1CfgWBFtw/company-logo_400_400/0/1519875600645?e=1621468800&v=beta&t=OW3NIPX-MaLJLD54W_l7d_QzYq4LS-0MzWBUVFO9iMI,PRIVATELY_HELD,,http://www.guilinpharma.com,,103,1001,5000,1390,Making progress for your health.,,CN,,,,,541002,Pharmaceuticals,,
guangdong-biolight-meditech-co-ltd-,guangdong-biolight-meditech-co-ltd-,3997953,34,https://www.linkedin.com/company/guangdong-biolight-meditech-co-ltd-/,"Guangdong Biolight Meditech Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C4E0BAQEGCXgqjUHgIg/company-logo_400_400/0/1519896979022?e=1621468800&v=beta&t=4J5xE0dz_qcAKTzkaPIQqo13UL0EPK242XNJkDv_FYc,PUBLIC_COMPANY,+86-756-3399957,http://www.blt.com.cn,"Precision work guards health,great virtue carries life.",92,5001,10000,1266,"BIOLIGH was IPO since 2011 and is currently trading in the Shenzhen STOCK EXCHANGE. Founded in 1993, BIOLIGHT is an internationally established leading provider in medical devices, medical consumables and healthcare solutions. At BIOLIGHT, we look beyond the technology to the experience of dedicated healthcare professionals and find inspirations in the needs of our customers. That is why BIOLIGHT has continued to be considered as a leading innovator in the areas of patient monitoring and emergency responds, Hemodialysis renal care, and digital health homecare solutions.        Biolight, with headquarter in Zhuhai China, has a firm global RND, Marketing, Sales and Service presents. Biolight has established 8 researches and manufacturing plants, 12 subsidiaries, and oversea sales branches covering sales and services in Asia, Africa, Europe, North America, and Latin America expanding over 135 countries and counting.BIOLIGHT established 7 high-techs manufacturing campus across China with a combine area of 1,898,000 sqm conveniently and efficiently deliver quality products across the country and across the globe.    BIOLIGHT maintains many long term relationships with top universities, global health organizations, health and social responsibility organizations actively involves in educations, humanitarian mission, and patient care social projects. Fulfilling corporate social responsibility is one of our core missions at BIOLIGHT. As an integral part of global economic ecosystem, BIOLIGHT has made constant effort to contribute to public welfare in China and across, focusing largely in: access to education, access to technology, public health, and sustaining communities. BIOLIGHT will continue to maximize the impact of our corporate responsibility programs by leveraging our unique company resource in biomedical engineering and digital health creating a platform to better focusing on generating values for our society.",1993,CN,Zhuhai,GD,"Biolight Technology Park, No. 2, Chuangxin Yi Road, Jinding Technology Innovation Coast, Hi-tech District.",,519085,Medical Device,"medical instruments,patient monitoring system,centralmonitoring system,hemodialysis system,wearable medical device,hemodialysis ",
minfound-medical-systems-co-ltd,minfound-medical-systems-co-ltd,31255713,35,https://www.linkedin.com/company/minfound-medical-systems-co-ltd/,"MinFound Medical Systems Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C510BAQECwXF-lV0cYQ/company-logo_400_400/0/1581043490463?e=1621468800&v=beta&t=wUkLIqTHkT8ipUtS60jbCQceqj9fyta-ZSe6PspWklE,PRIVATELY_HELD,86-575-8800-1970,http://www.minfoundmed.com,Compassion For Life,25,501,1000,1104,"MinFound Medical Systems Co., Ltd. is a fast-growing medical imaging products and solution provider with headquarter located in Hangzhou, China, and an R&D center based in Solon, America. With “compassion for life” in mind, MinFound develops and delivers solid-quality, cost-effective, and a full range of medical imaging products including CT, PET/CT、PET/MR、MRI、DR、US and MinFound cloud service to make imaging service more accessible. ",2011,CN,Hangzhou,ZJ,No. 129 Yifeng Road,"Floor 1-2, Building 5, Economic and Technological Development Zone.",310018,Medical Device,,
